"id","word","guesses","updated_at"
"630","tried","161","2026-02-04 19:13:40"
"631","grade","144","2026-02-04 19:13:40"
"632","froth","34","2026-02-04 19:13:40"
"633","marle","1","2026-02-04 19:13:40"
"634","table","148","2026-02-04 19:13:40"
"635","doubt","101","2026-02-04 19:13:40"
"636","rated","85","2026-02-04 19:13:40"
"637","began","16","2026-02-04 19:13:40"
"638","chomp","52","2026-02-04 19:13:40"
"639","fruit","224","2026-02-04 19:13:40"
"640","scion","32","2026-02-04 19:13:40"
"641","gaunt","31","2026-02-04 19:13:40"
"642","brush","46","2026-02-04 19:13:40"
"643","drink","145","2026-02-04 19:13:40"
"644","final","36","2026-02-04 19:13:40"
"645","sworn","8","2026-02-04 19:13:40"
"646","nitro","9","2026-02-04 19:13:40"
"647","shank","23","2026-02-04 19:13:40"
"648","smelt","24","2026-02-04 19:13:40"
"649","earnt","12","2026-02-04 19:13:40"
"650","peach","309","2026-02-04 19:13:40"
"651","pluck","57","2026-02-04 19:13:40"
"652","ourie","83","2026-02-04 19:13:40"
"653","frown","64","2026-02-04 19:13:40"
"654","poire","2","2026-02-04 19:13:40"
"655","ailed","11","2026-02-04 19:13:40"
"656","moans","8","2026-02-04 19:13:40"
"657","stary","13","2026-02-04 19:13:40"
"658","bacon","47","2026-02-04 19:13:40"
"659","brief","37","2026-02-04 19:13:40"
"660","bride","69","2026-02-04 19:13:40"
"661","tales","192","2026-02-04 19:13:40"
"662","tares","113","2026-02-04 19:13:40"
"663","grail","50","2026-02-04 19:13:40"
"664","stoke","39","2026-02-04 19:13:40"
"665","stuck","47","2026-02-04 19:13:40"
"666","louse","170","2026-02-04 19:13:40"
"667","tangi","1","2026-02-04 19:13:40"
"668","slurp","26","2026-02-04 19:13:40"
"669","FALSE","43","2026-02-04 19:13:40"
"670","snail","116","2026-02-04 19:13:40"
"671","primp","1","2026-02-04 19:13:40"
"672","stake","95","2026-02-04 19:13:40"
"673","saine","25","2026-02-04 19:13:40"
"674","pulse","79","2026-02-04 19:13:40"
"675","torch","48","2026-02-04 19:13:40"
"676","holds","5","2026-02-04 19:13:40"
"677","windy","47","2026-02-04 19:13:40"
"678","crank","72","2026-02-04 19:13:40"
"679","maize","14","2026-02-04 19:13:40"
"680","blows","10","2026-02-04 19:13:40"
"681","yield","44","2026-02-04 19:13:40"
"682","jumpy","12","2026-02-04 19:13:40"
"683","moves","7","2026-02-04 19:13:40"
"684","miner","11","2026-02-04 19:13:40"
"685","alibi","3","2026-02-04 19:13:40"
"686","human","24","2026-02-04 19:13:40"
"687","caulk","8","2026-02-04 19:13:40"
"688","haute","87","2026-02-04 19:13:40"
"689","rants","16","2026-02-04 19:13:40"
"690","crimp","32","2026-02-04 19:13:40"
"691","swear","185","2026-02-04 19:13:40"
"692","tones","8","2026-02-04 19:13:40"
"693","stage","73","2026-02-04 19:13:40"
"694","scene","12","2026-02-04 19:13:40"
"695","bland","74","2026-02-04 19:13:40"
"696","horse","242","2026-02-04 19:13:40"
"697","works","13","2026-02-04 19:13:40"
"698","peaty","8","2026-02-04 19:13:40"
"699","fiber","17","2026-02-04 19:13:40"
"700","music","152","2026-02-04 19:13:40"
"701","peace","91","2026-02-04 19:13:40"
"702","shelf","21","2026-02-04 19:13:40"
"703","voice","120","2026-02-04 19:13:40"
"704","vowel","14","2026-02-04 19:13:40"
"705","floor","8","2026-02-04 19:13:40"
"706","flaky","7","2026-02-04 19:13:40"
"707","poets","9","2026-02-04 19:13:40"
"708","funky","23","2026-02-04 19:13:40"
"709","crone","28","2026-02-04 19:13:40"
"710","shred","32","2026-02-04 19:13:40"
"711","mucus","2","2026-02-04 19:13:40"
"712","super","96","2026-02-04 19:13:40"
"713","blunt","46","2026-02-04 19:13:40"
"714","minus","17","2026-02-04 19:13:40"
"715","frist","1","2026-02-04 19:13:40"
"716","fives","1","2026-02-04 19:13:40"
"717","wrist","45","2026-02-04 19:13:40"
"718","wonky","3","2026-02-04 19:13:40"
"719","excel","6","2026-02-04 19:13:40"
"720","holly","2","2026-02-04 19:13:40"
"721","cramp","124","2026-02-04 19:13:40"
"722","valor","24","2026-02-04 19:13:40"
"723","value","74","2026-02-04 19:13:40"
"724","spoil","182","2026-02-04 19:13:40"
"725","beaut","91","2026-02-04 19:13:40"
"726","crudo","1","2026-02-04 19:13:40"
"727","hover","15","2026-02-04 19:13:40"
"728","lacey","5","2026-02-04 19:13:40"
"729","afire","35","2026-02-04 19:13:40"
"730","names","13","2026-02-04 19:13:40"
"731","entry","49","2026-02-04 19:13:40"
"732","grove","33","2026-02-04 19:13:40"
"733","mayor","11","2026-02-04 19:13:40"
"734","draft","144","2026-02-04 19:13:40"
"735","acorn","71","2026-02-04 19:13:40"
"736","flown","21","2026-02-04 19:13:40"
"737","grand","144","2026-02-04 19:13:40"
"738","scowl","21","2026-02-04 19:13:40"
"739","nacho","14","2026-02-04 19:13:40"
"740","gnome","34","2026-02-04 19:13:40"
"741","smoke","52","2026-02-04 19:13:40"
"742","brood","2","2026-02-04 19:13:40"
"743","stade","10","2026-02-04 19:13:40"
"744","zebra","15","2026-02-04 19:13:40"
"745","chafe","22","2026-02-04 19:13:40"
"746","smile","218","2026-02-04 19:13:40"
"747","pilar","8","2026-02-04 19:13:40"
"748","wiper","5","2026-02-04 19:13:40"
"749","reign","105","2026-02-04 19:13:40"
"750","waive","27","2026-02-04 19:13:40"
"751","grope","31","2026-02-04 19:13:40"
"752","carve","19","2026-02-04 19:13:40"
"753","gummy","2","2026-02-04 19:13:40"
"754","hyena","16","2026-02-04 19:13:40"
"755","mealy","19","2026-02-04 19:13:40"
"756","plier","35","2026-02-04 19:13:40"
"757","labor","21","2026-02-04 19:13:40"
"758","lease","9","2026-02-04 19:13:40"
"759","molar","14","2026-02-04 19:13:40"
"760","scarf","25","2026-02-04 19:13:40"
"761","flung","8","2026-02-04 19:13:40"
"762","tough","103","2026-02-04 19:13:40"
"763","dears","23","2026-02-04 19:13:40"
"764","mores","4","2026-02-04 19:13:40"
"765","gloat","77","2026-02-04 19:13:40"
"766","crise","1","2026-02-04 19:13:40"
"767","avoid","78","2026-02-04 19:13:40"
"768","aides","23","2026-02-04 19:13:40"
"769","chump","44","2026-02-04 19:13:40"
"770","slink","28","2026-02-04 19:13:40"
"771","storm","212","2026-02-04 19:13:40"
"772","vibes","6","2026-02-04 19:13:40"
"773","gramp","4","2026-02-04 19:13:40"
"774","cable","37","2026-02-04 19:13:40"
"775","heals","16","2026-02-04 19:13:40"
"776","brine","50","2026-02-04 19:13:40"
"777","slime","156","2026-02-04 19:13:40"
"778","shine","182","2026-02-04 19:13:40"
"779","steel","2","2026-02-04 19:13:40"
"780","parks","7","2026-02-04 19:13:40"
"781","yogas","1","2026-02-04 19:13:40"
"782","throw","71","2026-02-04 19:13:40"
"783","burps","2","2026-02-04 19:13:40"
"784","range","66","2026-02-04 19:13:40"
"785","grist","27","2026-02-04 19:13:40"
"786","movie","60","2026-02-04 19:13:40"
"787","waist","87","2026-02-04 19:13:40"
"788","plied","12","2026-02-04 19:13:40"
"789","flour","112","2026-02-04 19:13:40"
"790","mitre","3","2026-02-04 19:13:40"
"791","spelt","20","2026-02-04 19:13:40"
"792","shift","54","2026-02-04 19:13:40"
"793","handy","20","2026-02-04 19:13:40"
"794","cheek","3","2026-02-04 19:13:40"
"795","truth","31","2026-02-04 19:13:40"
"796","trump","74","2026-02-04 19:13:40"
"797","ratoo","3","2026-02-04 19:13:40"
"798","glade","57","2026-02-04 19:13:40"
"799","caper","37","2026-02-04 19:13:40"
"800","plonk","23","2026-02-04 19:13:40"
"801","baric","1","2026-02-04 19:13:40"
"802","sharp","96","2026-02-04 19:13:40"
"803","mouth","102","2026-02-04 19:13:40"
"804","plong","2","2026-02-04 19:13:40"
"805","dumpy","5","2026-02-04 19:13:40"
"806","debut","12","2026-02-04 19:13:40"
"807","boing","22","2026-02-04 19:13:40"
"808","flake","84","2026-02-04 19:13:40"
"809","binge","23","2026-02-04 19:13:40"
"810","melon","27","2026-02-04 19:13:40"
"811","tribe","106","2026-02-04 19:13:40"
"812","sound","189","2026-02-04 19:13:40"
"813","flare","93","2026-02-04 19:13:40"
"814","mocha","23","2026-02-04 19:13:40"
"815","fails","13","2026-02-04 19:13:40"
"816","proud","284","2026-02-04 19:13:40"
"817","stack","46","2026-02-04 19:13:40"
"818","truck","71","2026-02-04 19:13:40"
"819","brace","82","2026-02-04 19:13:40"
"820","beans","53","2026-02-04 19:13:40"
"821","black","89","2026-02-04 19:13:40"
"822","diver","11","2026-02-04 19:13:40"
"823","whirl","13","2026-02-04 19:13:40"
"824","dearn","1","2026-02-04 19:13:40"
"825","empty","17","2026-02-04 19:13:40"
"826","chose","70","2026-02-04 19:13:40"
"827","haven","16","2026-02-04 19:13:40"
"828","soave","1","2026-02-04 19:13:40"
"829","noisy","43","2026-02-04 19:13:40"
"830","grant","128","2026-02-04 19:13:40"
"831","solid","47","2026-02-04 19:13:40"
"832","cheap","100","2026-02-04 19:13:40"
"833","lymph","22","2026-02-04 19:13:40"
"834","shunt","22","2026-02-04 19:13:40"
"835","spank","63","2026-02-04 19:13:40"
"836","acute","98","2026-02-04 19:13:40"
"837","actor","34","2026-02-04 19:13:40"
"838","trial","251","2026-02-04 19:13:40"
"839","trunk","78","2026-02-04 19:13:40"
"840","brack","1","2026-02-04 19:13:40"
"841","glory","42","2026-02-04 19:13:40"
"842","miaou","60","2026-02-04 19:13:40"
"843","nymph","24","2026-02-04 19:13:40"
"844","lathe","28","2026-02-04 19:13:40"
"845","poach","53","2026-02-04 19:13:40"
"846","lynch","7","2026-02-04 19:13:40"
"847","wheat","83","2026-02-04 19:13:40"
"848","jewel","3","2026-02-04 19:13:40"
"849","payer","6","2026-02-04 19:13:40"
"850","river","13","2026-02-04 19:13:40"
"851","rivet","14","2026-02-04 19:13:40"
"852","oriel","13","2026-02-04 19:13:40"
"853","cease","17","2026-02-04 19:13:40"
"854","blush","26","2026-02-04 19:13:40"
"855","tweak","23","2026-02-04 19:13:40"
"856","scold","28","2026-02-04 19:13:40"
"857","snort","70","2026-02-04 19:13:40"
"858","paged","4","2026-02-04 19:13:40"
"859","plugs","6","2026-02-04 19:13:40"
"860","regal","32","2026-02-04 19:13:40"
"861","pleas","55","2026-02-04 19:13:40"
"862","phone","110","2026-02-04 19:13:40"
"863","plack","7","2026-02-04 19:13:40"
"864","stave","30","2026-02-04 19:13:40"
"865","wards","5","2026-02-04 19:13:40"
"866","habit","18","2026-02-04 19:13:40"
"867","curvy","6","2026-02-04 19:13:40"
"868","hound","73","2026-02-04 19:13:40"
"869","aspic","7","2026-02-04 19:13:40"
"870","wraps","4","2026-02-04 19:13:40"
"871","usage","15","2026-02-04 19:13:40"
"872","angst","21","2026-02-04 19:13:40"
"873","clair","2","2026-02-04 19:13:40"
"874","olive","87","2026-02-04 19:13:40"
"875","prone","50","2026-02-04 19:13:40"
"876","comet","25","2026-02-04 19:13:40"
"877","frank","98","2026-02-04 19:13:40"
"878","inept","14","2026-02-04 19:13:40"
"879","crisp","103","2026-02-04 19:13:40"
"880","salty","39","2026-02-04 19:13:40"
"881","major","12","2026-02-04 19:13:40"
"882","brisk","25","2026-02-04 19:13:40"
"883","salon","34","2026-02-04 19:13:40"
"884","while","46","2026-02-04 19:13:40"
"885","daisy","93","2026-02-04 19:13:40"
"886","guilt","58","2026-02-04 19:13:40"
"887","goals","14","2026-02-04 19:13:40"
"888","waste","141","2026-02-04 19:13:40"
"889","vague","54","2026-02-04 19:13:40"
"890","talon","29","2026-02-04 19:13:40"
"891","hacks","2","2026-02-04 19:13:40"
"892","vigor","16","2026-02-04 19:13:40"
"893","drape","106","2026-02-04 19:13:40"
"894","frisk","31","2026-02-04 19:13:40"
"895","siren","54","2026-02-04 19:13:40"
"896","prism","35","2026-02-04 19:13:40"
"897","quest","161","2026-02-04 19:13:40"
"898","aloes","16","2026-02-04 19:13:40"
"899","abode","195","2026-02-04 19:13:40"
"900","guile","40","2026-02-04 19:13:40"
"901","pouts","11","2026-02-04 19:13:40"
"902","heavy","44","2026-02-04 19:13:40"
"903","dusty","23","2026-02-04 19:13:40"
"904","broil","52","2026-02-04 19:13:40"
"905","boxer","5","2026-02-04 19:13:40"
"906","spite","96","2026-02-04 19:13:40"
"907","pesto","34","2026-02-04 19:13:40"
"908","guise","68","2026-02-04 19:13:40"
"909","times","44","2026-02-04 19:13:40"
"910","adorn","36","2026-02-04 19:13:40"
"911","spore","70","2026-02-04 19:13:40"
"912","scour","72","2026-02-04 19:13:40"
"913","edged","2","2026-02-04 19:13:40"
"914","rouge","63","2026-02-04 19:13:40"
"915","under","46","2026-02-04 19:13:40"
"916","tiger","86","2026-02-04 19:13:40"
"917","piety","46","2026-02-04 19:13:40"
"918","vogue","14","2026-02-04 19:13:40"
"919","bound","131","2026-02-04 19:13:40"
"920","strep","69","2026-02-04 19:13:40"
"921","spork","16","2026-02-04 19:13:40"
"922","jolly","5","2026-02-04 19:13:40"
"923","stump","48","2026-02-04 19:13:40"
"924","relay","63","2026-02-04 19:13:40"
"925","abide","142","2026-02-04 19:13:40"
"926","enjoy","9","2026-02-04 19:13:40"
"927","sprig","33","2026-02-04 19:13:40"
"928","flows","8","2026-02-04 19:13:40"
"929","basil","45","2026-02-04 19:13:40"
"930","urban","6","2026-02-04 19:13:40"
"931","pitch","27","2026-02-04 19:13:40"
"932","split","108","2026-02-04 19:13:40"
"933","amino","38","2026-02-04 19:13:40"
"934","leady","2","2026-02-04 19:13:40"
"935","amore","28","2026-02-04 19:13:40"
"936","flout","34","2026-02-04 19:13:40"
"937","rapid","47","2026-02-04 19:13:40"
"938","lined","7","2026-02-04 19:13:40"
"939","norms","3","2026-02-04 19:13:40"
"940","rodeo","5","2026-02-04 19:13:40"
"941","large","39","2026-02-04 19:13:40"
"942","gland","27","2026-02-04 19:13:40"
"943","hunch","7","2026-02-04 19:13:40"
"944","rhino","10","2026-02-04 19:13:40"
"945","sinew","4","2026-02-04 19:13:40"
"946","eking","1","2026-02-04 19:13:40"
"947","cling","47","2026-02-04 19:13:40"
"948","beany","9","2026-02-04 19:13:40"
"949","flick","39","2026-02-04 19:13:40"
"950","eagle","14","2026-02-04 19:13:40"
"951","algae","7","2026-02-04 19:13:40"
"952","pouty","79","2026-02-04 19:13:40"
"953","fault","49","2026-02-04 19:13:40"
"954","prate","25","2026-02-04 19:13:40"
"955","ranch","44","2026-02-04 19:13:40"
"956","glute","10","2026-02-04 19:13:40"
"957","crump","3","2026-02-04 19:13:40"
"958","giant","114","2026-02-04 19:13:40"
"959","hoppy","1","2026-02-04 19:13:40"
"960","admit","10","2026-02-04 19:13:40"
"961","gorge","3","2026-02-04 19:13:40"
"962","cared","16","2026-02-04 19:13:40"
"963","liars","18","2026-02-04 19:13:40"
"964","cruel","44","2026-02-04 19:13:40"
"965","teary","151","2026-02-04 19:13:40"
"966","shack","21","2026-02-04 19:13:40"
"967","files","16","2026-02-04 19:13:40"
"968","stalk","25","2026-02-04 19:13:40"
"969","apnea","9","2026-02-04 19:13:40"
"970","comfy","2","2026-02-04 19:13:40"
"971","farce","45","2026-02-04 19:13:40"
"972","clove","37","2026-02-04 19:13:40"
"973","prion","16","2026-02-04 19:13:40"
"974","ruins","12","2026-02-04 19:13:40"
"975","angry","41","2026-02-04 19:13:40"
"976","metro","15","2026-02-04 19:13:40"
"977","staid","18","2026-02-04 19:13:40"
"978","pager","20","2026-02-04 19:13:40"
"979","lucky","65","2026-02-04 19:13:40"
"980","ditch","28","2026-02-04 19:13:40"
"981","sober","31","2026-02-04 19:13:40"
"982","spine","145","2026-02-04 19:13:40"
"983","graft","46","2026-02-04 19:13:40"
"984","north","44","2026-02-04 19:13:40"
"985","bones","12","2026-02-04 19:13:40"
"986","orbit","52","2026-02-04 19:13:40"
"987","deice","1","2026-02-04 19:13:40"
"988","irony","44","2026-02-04 19:13:40"
"989","worth","76","2026-02-04 19:13:40"
"990","lyric","16","2026-02-04 19:13:40"
"991","suave","43","2026-02-04 19:13:40"
"992","spilt","21","2026-02-04 19:13:40"
"993","stead","122","2026-02-04 19:13:40"
"994","thema","2","2026-02-04 19:13:40"
"995","baron","14","2026-02-04 19:13:40"
"996","clash","67","2026-02-04 19:13:40"
"997","aeons","47","2026-02-04 19:13:40"
"998","champ","109","2026-02-04 19:13:40"
"999","china","28","2026-02-04 19:13:40"
"1000","shaft","43","2026-02-04 19:13:40"
"1001","shove","22","2026-02-04 19:13:40"
"1002","logic","11","2026-02-04 19:13:40"
"1003","spied","10","2026-02-04 19:13:40"
"1004","print","108","2026-02-04 19:13:40"
"1005","niter","3","2026-02-04 19:13:40"
"1006","thick","22","2026-02-04 19:13:40"
"1007","scape","27","2026-02-04 19:13:40"
"1008","blare","29","2026-02-04 19:13:40"
"1009","limes","4","2026-02-04 19:13:40"
"1010","retia","3","2026-02-04 19:13:40"
"1011","woman","19","2026-02-04 19:13:40"
"1012","dildo","1","2026-02-04 19:13:40"
"1013","hairs","7","2026-02-04 19:13:40"
"1014","badge","27","2026-02-04 19:13:40"
"1015","rabid","14","2026-02-04 19:13:40"
"1016","stomp","41","2026-02-04 19:13:40"
"1017","greek","1","2026-02-04 19:13:40"
"1018","opens","14","2026-02-04 19:13:40"
"1019","price","154","2026-02-04 19:13:40"
"1020","brant","1","2026-02-04 19:13:40"
"1021","snarl","39","2026-02-04 19:13:40"
"1022","pareo","5","2026-02-04 19:13:40"
"1023","blown","28","2026-02-04 19:13:40"
"1024","gravy","39","2026-02-04 19:13:40"
"1025","toque","1","2026-02-04 19:13:40"
"1026","piper","4","2026-02-04 19:13:40"
"1027","grasp","108","2026-02-04 19:13:40"
"1028","legal","8","2026-02-04 19:13:40"
"1029","abyss","8","2026-02-04 19:13:40"
"1030","knife","41","2026-02-04 19:13:40"
"1031","aurei","108","2026-02-04 19:13:40"
"1032","serum","9","2026-02-04 19:13:40"
"1033","prude","15","2026-02-04 19:13:40"
"1034","clung","7","2026-02-04 19:13:40"
"1035","choke","55","2026-02-04 19:13:40"
"1036","stray","141","2026-02-04 19:13:40"
"1037","farts","79","2026-02-04 19:13:40"
"1038","screw","29","2026-02-04 19:13:40"
"1039","snack","32","2026-02-04 19:13:40"
"1040","rover","1","2026-02-04 19:13:40"
"1041","union","10","2026-02-04 19:13:40"
"1042","plage","2","2026-02-04 19:13:40"
"1043","savor","18","2026-02-04 19:13:40"
"1044","piani","4","2026-02-04 19:13:40"
"1045","parts","32","2026-02-04 19:13:40"
"1046","shoal","38","2026-02-04 19:13:40"
"1047","shock","39","2026-02-04 19:13:40"
"1048","celts","1","2026-02-04 19:13:40"
"1049","banks","7","2026-02-04 19:13:40"
"1050","plume","46","2026-02-04 19:13:40"
"1051","curse","35","2026-02-04 19:13:40"
"1052","snake","64","2026-02-04 19:13:40"
"1053","front","95","2026-02-04 19:13:40"
"1054","porch","42","2026-02-04 19:13:40"
"1055","mango","24","2026-02-04 19:13:40"
"1056","burst","46","2026-02-04 19:13:40"
"1057","stria","2","2026-02-04 19:13:40"
"1058","local","7","2026-02-04 19:13:40"
"1059","chile","12","2026-02-04 19:13:40"
"1060","traps","22","2026-02-04 19:13:40"
"1061","minor","52","2026-02-04 19:13:40"
"1062","puppy","7","2026-02-04 19:13:40"
"1063","cakes","9","2026-02-04 19:13:40"
"1064","cadre","16","2026-02-04 19:13:40"
"1065","voter","5","2026-02-04 19:13:40"
"1066","palms","10","2026-02-04 19:13:40"
"1067","means","40","2026-02-04 19:13:40"
"1068","medic","12","2026-02-04 19:13:40"
"1069","drone","99","2026-02-04 19:13:40"
"1070","dirts","1","2026-02-04 19:13:40"
"1071","stole","69","2026-02-04 19:13:40"
"1072","crude","49","2026-02-04 19:13:40"
"1073","start","34","2026-02-04 19:13:40"
"1074","igloo","5","2026-02-04 19:13:40"
"1075","daily","180","2026-02-04 19:13:40"
"1076","finch","12","2026-02-04 19:13:40"
"1077","fared","5","2026-02-04 19:13:40"
"1078","deign","13","2026-02-04 19:13:40"
"1079","jumps","5","2026-02-04 19:13:40"
"1080","wears","19","2026-02-04 19:13:40"
"1081","pints","6","2026-02-04 19:13:40"
"1082","scone","40","2026-02-04 19:13:40"
"1083","plays","84","2026-02-04 19:13:40"
"1084","bathe","16","2026-02-04 19:13:40"
"1085","hater","40","2026-02-04 19:13:40"
"1086","adobe","28","2026-02-04 19:13:40"
"1087","flesh","29","2026-02-04 19:13:40"
"1088","coral","46","2026-02-04 19:13:40"
"1089","churn","51","2026-02-04 19:13:40"
"1090","eclat","3","2026-02-04 19:13:40"
"1091","never","7","2026-02-04 19:13:40"
"1092","fuzzy","2","2026-02-04 19:13:40"
"1093","plunk","28","2026-02-04 19:13:40"
